"run","KPI","pooled","separate","difference"
28,"Avg_Access_time_days",1.21217391304348,2.70260869565217,-1.4904347826087
28,"Fraction_overtime",0.00173913043478261,0,0.00173913043478261
28,"Avg_Overtime_amount",0.00142395967528922,0,0.00142395967528922
29,"Avg_Waiting_room_delay",0.0414576297125342,0.0608288709278295,-0.0193712412152953
29,"Avg_Access_time_days",1.13627992633518,2.54696132596685,-1.41068139963168
29,"Fraction_overtime",0.00552486187845304,0.00184162062615101,0.00368324125230203
29,"Avg_Overtime_amount",0.000525856921546395,0.000425109676350934,0.000100747245195461
30,"Avg_Waiting_room_delay",0.0534341181885651,0.0497076961631655,0.00372642202539965
30,"Avg_Access_time_days",1.05882352941176,2.8436974789916,-1.78487394957983
30,"Fraction_overtime",0.00504201680672269,0.00168067226890756,0.00336134453781513
30,"Avg_Overtime_amount",0.00462296774547009,0.000245377612089536,0.00437759013338055
31,"Avg_Waiting_room_delay",0.0459273502100051,0.0513828727048391,-0.00545552249483397
31,"Avg_Access_time_days",1.05100182149362,2.16211293260474,-1.11111111111111
31,"Fraction_overtime",0.00728597449908925,0,0.00728597449908925
31,"Avg_Overtime_amount",0.000738431062757373,0,0.000738431062757373
32,"Avg_Waiting_room_delay",0.0351396197310405,0.0828356169964517,-0.0476959972654112
32,"Avg_Access_time_days",1.09424083769634,2.33158813263525,-1.23734729493892
32,"Fraction_overtime",0.00174520069808028,0.00523560209424084,-0.00349040139616056
32,"Avg_Overtime_amount",1.03616846721377e-05,0.00221603679402822,-0.00220567510935608
33,"Avg_Waiting_room_delay",0.0354844220426394,0.0491509409477169,-0.0136665189050775
33,"Avg_Access_time_days",1.30565371024735,2.30035335689046,-0.99469964664311
33,"Fraction_overtime",0,0.00176678445229682,-0.00176678445229682
33,"Avg_Overtime_amount",0,5.99120068004722e-05,-5.99120068004722e-05
34,"Avg_Waiting_room_delay",0.0491532449589,0.0390907748039894,0.0100624701549107
34,"Avg_Access_time_days",1.06204379562044,1.9543795620438,-0.892335766423358
34,"Fraction_overtime",0.00547445255474453,0,0.00547445255474453
34,"Avg_Overtime_amount",0.000745021516595277,0,0.000745021516595277
35,"Avg_Waiting_room_delay",0.0467232893692188,0.0710898868565782,-0.0243665974873595
35,"Avg_Access_time_days",1.08453237410072,2.49820143884892,-1.4136690647482
35,"Fraction_overtime",0,0,0
